workerid,proliferate.condition,adjQuestion,competitorName,condition,contextID,contextVar,correctAnsQuestion,featureQuestion,notCompetitorName,numQuestion,object,response,rt,slide_number_in_experiment,targetName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.color,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1704,list3,metal,table_metal_blue,material1_incorrect,tmso_tmb_twb,tmso_tmb_twb_2,no,material,table_wood_blue,"['3', '4']",,"[2961, 'no']",,14,table_metal_silver_original,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,paper,plate_plastic_blue_original,material1_correct,ppb_ppbo_ppp,ppb_ppbo_ppp_1,yes,material,plate_plastic_pink,1,,"[4796, 'yes']",,15,plate_paper_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,green,plate_plastic_blue_original,color2_incorrect,ppb_ppbo_ppg,ppb_ppbo_ppg_1,no,color,plate_plastic_green,"['3', '4']",,"[3643, 'no']",,16,plate_paper_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,denim,jacket_leather_purple,material1_incorrect,jdp_jlp_jlbo,jdp_jlp_jlbo_1,no,material,jacket_leather_black_original,"['2', '3']",,"[2907, 'no']",,17,jacket_denim_purple,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,blue,spoon_wood_blue,color2_correct,swg_swb_spb,swg_swb_spb_1,yes,color,spoon_plastic_blue,3,,"[2377, 'no']",,18,spoon_wood_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,metal,chair_metal_purple,material1_correct,cmg_cmp_cpp,cmg_cmp_cpp_1,yes,material,chair_plastic_purple,2,,"[4877, 'yes']",,19,chair_metal_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,blue,table_wood_blue,color1_correct,tmb_twb_twg,tmb_twb_twg_1,yes,color,table_wood_green,2,,"[1815, 'no']",,20,table_metal_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,metal,table_metal_blue,material1_correct,tmg_tmb_twb,tmg_tmb_twb_2,yes,material,table_wood_blue,2,,"[3567, 'yes']",,21,table_metal_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,plastic,cup_metal_green,material1_correct,cpg_cmg_cmso,cpg_cmg_cmso_1,yes,material,cup_metal_silver_original,1,,"[2770, 'yes']",,22,cup_plastic_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,green,spoon_wood_blue,color1_incorrect,swg_swb_smb,swg_swb_smb_1,no,color,spoon_metal_blue,"['2', '3']",,"[3828, 'no']",,23,spoon_wood_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,leather,jacket_leather_purple,material2_correct,jdp_jlp_jlg,jdp_jlp_jlg_1,yes,material,jacket_leather_green,3,,"[4432, 'yes']",,24,jacket_denim_purple,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,blue,pitcher_plastic_blue,color1_incorrect,pmb_ppb_ppg,pmb_ppb_ppg_2,no,color,pitcher_plastic_green,"['3', '4']",,"[4550, 'no']",,25,pitcher_metal_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,metal,chair_metal_purple,material1_incorrect,cmg_cmp_cwp,cmg_cmp_cwp_2,no,material,chair_wood_purple,"['3', '4']",,"[3634, 'no']",,26,chair_metal_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,blue,cup_metal_green,color2_incorrect,cpg_cmg_cmb,cpg_cmg_cmb_1,no,color,cup_metal_blue,"['3', '4']",,"[2507, 'no']",,27,cup_plastic_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,wooden,chair_metal_green,material2_incorrect,cmp_cmg_cwg,cmp_cmg_cwg_2,no,material,chair_wood_green,"['3', '4']",,"[3134, 'no']",,28,chair_metal_purple,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,wooden,table_metal_green,material2_correct,tmso_tmg_twg,tmso_tmg_twg_2,yes,material,table_wood_green,2,,"[2405, 'yes']",,29,table_metal_silver_original,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,plastic,bottle_plastic_green,material2_incorrect,bgg_bpg_bpb,bgg_bpg_bpb_1,no,material,bottle_plastic_blue,"['4', '5']",,"[4156, 'no']",,30,bottle_glass_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,plastic,plate_paper_blue,material1_incorrect,ppbo_ppb_ppg,ppbo_ppb_ppg_1,no,material,plate_paper_green,"['2', '3']",,"[3517, 'no']",,31,plate_plastic_blue_original,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,blue,plate_paper_green,color1_correct,ppb_ppg_ppg,ppb_ppg_ppg_2,yes,color,plate_plastic_green,1,,"[2495, 'yes']",,32,plate_paper_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,glass,pitcher_glass_blue,material2_incorrect,pmb_pgb_pgco,pmb_pgb_pgco_1,no,material,pitcher_glass_clear_original,"['4', '5']",,"[2320, 'no']",,33,pitcher_metal_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,white,pitcher_plastic_blue,color2_correct,pmb_ppb_ppwo,pmb_ppb_ppwo_1,yes,color,pitcher_plastic_white_original,2,,"[2277, 'yes']",,34,pitcher_metal_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,green,table_metal_green,color2_incorrect,tmb_tmg_twg,tmb_tmg_twg_2,no,color,table_wood_green,"['4', '5']",,"[3590, 'no']",,35,table_metal_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,green,bottle_glass_green,color1_incorrect,bpg_bgg_bgb,bpg_bgg_bgb_1,no,color,bottle_glass_blue,"['3', '4']",,"[2572, 'no']",,36,bottle_plastic_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,paper,plate_paper_blue,material2_correct,ppbo_ppb_ppwo,ppbo_ppb_ppwo_1,yes,material,plate_paper_white_original,3,,"[4808, 'yes']",,37,plate_plastic_blue_original,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,clear,bottle_glass_green,color2_correct,bpg_bgg_bgco,bpg_bgg_bgco_2,yes,color,bottle_glass_clear_original,2,,"[1993, 'no']",,38,bottle_plastic_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,wooden,table_wood_blue,material2_incorrect,tmb_twb_twbo,tmb_twb_twbo_1,no,material,table_wood_brown_original,"['4', '5']",,"[3464, 'no']",,39,table_metal_blue,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,green,bottle_plastic_green,color1_correct,bgg_bpg_bpco,bgg_bpg_bpco_2,yes,color,bottle_plastic_clear_original,2,,"[2114, 'yes']",,40,bottle_glass_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1704,list3,black,boot_leather_black_original,color2_correct,blg_blbo_brbo,blg_blbo_brbo_2,yes,color,boot_rubber_black_original,3,,"[2437, 'yes']",,41,boot_leather_green,,[],39,No,Yes,,4,1,Male,ENglish,Chrome,Mac,900,1440,3.3895666666666666,
1710,list3,,,,,,,,,,Patricia,patricia,0,1,,bot_check,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,box_wood_blue,color_correct,practice_1,,yes,color,box_wood_brown,2,,"[3800, 'yes']",,practice_trial,box_cardboard_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,plastic,ball_metal_red,material_incorrect,practice_2,,no,material,ball_plastic_red,4,,"[5481, 'no']",,practice_trial,ball_metal_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,metal,bowl_glass_blue,material_correct,practice_3,,yes,material,bowl_metal_blue,2,,"[5385, 'yes']",,practice_trial,bowl_glass_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,vase_glass_green,color_incorrect,practice_4,,no,color,vase_glass_blue,3,,"[7180, 'no']",,practice_trial,vase_wood_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,green,bag_plastic_blue,color_incorrect,practice_5,,no,color,bag_plastic_green,4,,"[4304, 'no']",,practice_trial,bag_paper_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,wooden,door_steel_yellow,material_correct,practice_6,,yes,material,door_steel_red,1,,"[5125, 'no']",,practice_trial,door_wood_yellow,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,paper,plate_paper_blue,material2_correct,ppbo_ppb_ppwo,ppbo_ppb_ppwo_2,yes,material,plate_paper_white_original,3,,"[5931, 'yes']",,11,plate_plastic_blue_original,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,cup_metal_green,color2_incorrect,cpg_cmg_cmb,cpg_cmg_cmb_1,no,color,cup_metal_blue,"['3', '4']",,"[2956, 'no']",,12,cup_plastic_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,denim,jacket_leather_purple,material1_incorrect,jdp_jlp_jlbo,jdp_jlp_jlbo_1,no,material,jacket_leather_black_original,"['2', '3']",,"[2983, 'yes']",,13,jacket_denim_purple,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,green,table_metal_green,color2_incorrect,tmb_tmg_twg,tmb_tmg_twg_1,no,color,table_wood_green,"['4', '5']",,"[5008, 'no']",,14,table_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,paper,plate_plastic_blue_original,material1_correct,ppb_ppbo_ppp,ppb_ppbo_ppp_2,yes,material,plate_plastic_pink,1,,"[6558, 'yes']",,15,plate_paper_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,green,bottle_plastic_green,color1_correct,bgg_bpg_bpco,bgg_bpg_bpco_1,yes,color,bottle_plastic_clear_original,2,,"[2882, 'yes']",,16,bottle_glass_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,green,plate_plastic_blue_original,color2_incorrect,ppb_ppbo_ppg,ppb_ppbo_ppg_1,no,color,plate_plastic_green,"['3', '4']",,"[2346, 'no']",,17,plate_paper_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,plastic,plate_paper_blue,material1_incorrect,ppbo_ppb_ppg,ppbo_ppb_ppg_2,no,material,plate_paper_green,"['2', '3']",,"[7407, 'no']",,18,plate_plastic_blue_original,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,black,boot_leather_black_original,color2_correct,blg_blbo_brbo,blg_blbo_brbo_2,yes,color,boot_rubber_black_original,3,,"[3945, 'yes']",,19,boot_leather_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,brown,boot_leather_brown,color2_incorrect,blg_blb_brb,blg_blb_brb_2,no,color,boot_rubber_brown,"['4', '5']",,"[5280, 'no']",,20,boot_leather_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,wooden,table_wood_blue,material2_incorrect,tmb_twb_twbo,tmb_twb_twbo_1,no,material,table_wood_brown_original,"['4', '5']",,"[4080, 'no']",,21,table_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,glass,pitcher_glass_blue,material2_incorrect,pmb_pgb_pgco,pmb_pgb_pgco_2,no,material,pitcher_glass_clear_original,"['4', '5']",,"[3234, 'no']",,22,pitcher_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,metal,table_metal_blue,material1_correct,tmg_tmb_twb,tmg_tmb_twb_2,yes,material,table_wood_blue,2,,"[3069, 'yes']",,23,table_metal_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,metal,chair_metal_purple,material1_incorrect,cmg_cmp_cwp,cmg_cmp_cwp_2,no,material,chair_wood_purple,"['3', '4']",,"[3430, 'no']",,24,chair_metal_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,pitcher_plastic_blue,color1_incorrect,pmb_ppb_ppg,pmb_ppb_ppg_1,no,color,pitcher_plastic_green,"['3', '4']",,"[4056, 'no']",,25,pitcher_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,clear,bottle_glass_green,color2_correct,bpg_bgg_bgco,bpg_bgg_bgco_2,yes,color,bottle_glass_clear_original,2,,"[5926, 'no']",,26,bottle_plastic_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,pitcher_glass_blue,color1_correct,pmb_pgb_pgg,pmb_pgb_pgg_1,yes,color,pitcher_glass_green,2,,"[2254, 'yes']",,27,pitcher_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,plate_paper_green,color1_correct,ppb_ppg_ppg,ppb_ppg_ppg_1,yes,color,plate_plastic_green,1,,"[1815, 'no']",,28,plate_paper_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,leather,jacket_leather_purple,material2_correct,jdp_jlp_jlg,jdp_jlp_jlg_1,yes,material,jacket_leather_green,3,,"[1939, 'no']",,29,jacket_denim_purple,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,wooden,chair_metal_green,material2_incorrect,cmp_cmg_cwg,cmp_cmg_cwg_2,no,material,chair_wood_green,"['3', '4']",,"[1903, 'yes']",,30,chair_metal_purple,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,plastic,cup_metal_green,material1_correct,cpg_cmg_cmso,cpg_cmg_cmso_2,yes,material,cup_metal_silver_original,1,,"[5761, 'yes']",,31,cup_plastic_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,wooden,table_metal_green,material2_correct,tmso_tmg_twg,tmso_tmg_twg_1,yes,material,table_wood_green,2,,"[2436, 'yes']",,32,table_metal_silver_original,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,plastic,chair_metal_green,material2_correct,cmp_cmg_cpg,cmp_cmg_cpg_2,yes,material,chair_plastic_green,2,,"[2822, 'yes']",,33,chair_metal_purple,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,table_wood_blue,color1_correct,tmb_twb_twg,tmb_twb_twg_1,yes,color,table_wood_green,2,,"[1838, 'yes']",,34,table_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,green,spoon_wood_blue,color1_incorrect,swg_swb_smb,swg_swb_smb_2,no,color,spoon_metal_blue,"['2', '3']",,"[2398, 'no']",,35,spoon_wood_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,metal,table_metal_blue,material1_incorrect,tmso_tmb_twb,tmso_tmb_twb_2,no,material,table_wood_blue,"['3', '4']",,"[2051, 'no']",,36,table_metal_silver_original,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,plastic,bottle_plastic_green,material2_incorrect,bgg_bpg_bpb,bgg_bpg_bpb_2,no,material,bottle_plastic_blue,"['4', '5']",,"[2163, 'no']",,37,bottle_glass_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,metal,chair_metal_purple,material1_correct,cmg_cmp_cpp,cmg_cmp_cpp_2,yes,material,chair_plastic_purple,2,,"[2345, 'yes']",,38,chair_metal_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,blue,spoon_wood_blue,color2_correct,swg_swb_spb,swg_swb_spb_1,yes,color,spoon_plastic_blue,3,,"[1354, 'no']",,39,spoon_wood_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,green,bottle_glass_green,color1_incorrect,bpg_bgg_bgb,bpg_bgg_bgb_2,no,color,bottle_glass_blue,"['3', '4']",,"[1002, 'yes']",,40,bottle_plastic_green,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1710,list3,white,pitcher_plastic_blue,color2_correct,pmb_ppb_ppwo,pmb_ppb_ppwo_1,yes,color,pitcher_plastic_white_original,2,,"[933, 'yes']",,41,pitcher_metal_blue,,[],19,Yes,No,,2,0,Female,english,Chrome,Mac,900,1440,2.9548666666666668,
1706,list3,,,,,,,,,,Margaret,margaret,0,1,,bot_check,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,blue,box_wood_blue,color_correct,practice_1,,yes,color,box_wood_brown,2,,"[6256, 'yes']",,practice_trial,box_cardboard_blue,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,plastic,ball_metal_red,material_incorrect,practice_2,,no,material,ball_plastic_red,4,,"[6300, 'no']",,practice_trial,ball_metal_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,metal,bowl_glass_blue,material_correct,practice_3,,yes,material,bowl_metal_blue,2,,"[3629, 'yes']",,practice_trial,bowl_glass_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,blue,vase_glass_green,color_incorrect,practice_4,,no,color,vase_glass_blue,3,,"[2798, 'no']",,practice_trial,vase_wood_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,green,bag_plastic_blue,color_incorrect,practice_5,,no,color,bag_plastic_green,4,,"[2237, 'yes']",,practice_trial,bag_paper_blue,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,wooden,door_steel_yellow,material_correct,practice_6,,yes,material,door_steel_red,1,,"[3167, 'yes']",,practice_trial,door_wood_yellow,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,green,spoon_wood_blue,color1_incorrect,swg_swb_smb,swg_swb_smb_1,no,color,spoon_metal_blue,"['2', '3']",,"[2966, 'no']",,11,spoon_wood_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,black,boot_leather_black_original,color2_correct,blg_blbo_brbo,blg_blbo_brbo_1,yes,color,boot_rubber_black_original,3,,"[2559, 'yes']",,12,boot_leather_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,metal,table_metal_blue,material1_incorrect,tmso_tmb_twb,tmso_tmb_twb_2,no,material,table_wood_blue,"['3', '4']",,"[3700, 'no']",,13,table_metal_silver_original,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,glass,pitcher_glass_blue,material2_incorrect,pmb_pgb_pgco,pmb_pgb_pgco_1,no,material,pitcher_glass_clear_original,"['4', '5']",,"[3913, 'no']",,14,pitcher_metal_blue,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,clear,bottle_glass_green,color2_correct,bpg_bgg_bgco,bpg_bgg_bgco_2,yes,color,bottle_glass_clear_original,2,,"[2443, 'yes']",,15,bottle_plastic_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,paper,plate_paper_blue,material2_correct,ppbo_ppb_ppwo,ppbo_ppb_ppwo_1,yes,material,plate_paper_white_original,3,,"[5075, 'no']",,16,plate_plastic_blue_original,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,green,bottle_plastic_green,color1_correct,bgg_bpg_bpco,bgg_bpg_bpco_1,yes,color,bottle_plastic_clear_original,2,,"[3837, 'yes']",,17,bottle_glass_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,plastic,cup_metal_green,material1_correct,cpg_cmg_cmso,cpg_cmg_cmso_1,yes,material,cup_metal_silver_original,1,,"[2989, 'yes']",,18,cup_plastic_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,leather,jacket_leather_purple,material2_correct,jdp_jlp_jlg,jdp_jlp_jlg_2,yes,material,jacket_leather_green,3,,"[3363, 'yes']",,19,jacket_denim_purple,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,plastic,plate_paper_blue,material1_incorrect,ppbo_ppb_ppg,ppbo_ppb_ppg_1,no,material,plate_paper_green,"['2', '3']",,"[3859, 'no']",,20,plate_plastic_blue_original,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,white,pitcher_plastic_blue,color2_correct,pmb_ppb_ppwo,pmb_ppb_ppwo_2,yes,color,pitcher_plastic_white_original,2,,"[3310, 'yes']",,21,pitcher_metal_blue,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,metal,chair_metal_purple,material1_correct,cmg_cmp_cpp,cmg_cmp_cpp_2,yes,material,chair_plastic_purple,2,,"[3639, 'no']",,22,chair_metal_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,metal,chair_metal_purple,material1_incorrect,cmg_cmp_cwp,cmg_cmp_cwp_1,no,material,chair_wood_purple,"['3', '4']",,"[2928, 'no']",,23,chair_metal_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,plastic,bottle_plastic_green,material2_incorrect,bgg_bpg_bpb,bgg_bpg_bpb_2,no,material,bottle_plastic_blue,"['4', '5']",,"[4338, 'yes']",,24,bottle_glass_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,wooden,table_wood_blue,material2_incorrect,tmb_twb_twbo,tmb_twb_twbo_1,no,material,table_wood_brown_original,"['4', '5']",,"[3604, 'no']",,25,table_metal_blue,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,blue,cup_metal_green,color2_incorrect,cpg_cmg_cmb,cpg_cmg_cmb_1,no,color,cup_metal_blue,"['3', '4']",,"[2242, 'no']",,26,cup_plastic_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,green,table_metal_green,color2_incorrect,tmb_tmg_twg,tmb_tmg_twg_1,no,color,table_wood_green,"['4', '5']",,"[2134, 'no']",,27,table_metal_blue,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
1706,list3,blue,spoon_wood_blue,color2_correct,swg_swb_spb,swg_swb_spb_1,yes,color,spoon_plastic_blue,3,,"[2359, 'yes']",,28,spoon_wood_green,,[],21,Yes,No,,3,1,Female,English,Chrome,Mac,900,1440,2.554333333333333,
