"workerid","proliferate.condition","adjQuestion","competitorName","condition","contextID","contextVar","correctAnsQuestion","featureQuestion","notCompetitorName","numQuestion","object","response","rt","slide_number_in_experiment","targetName","utterance","error","speaker_cond"
1275,"list1","black","jacket_leather_purple","color2_incorrect","jdp_jlp_jlbo","jdp_jlp_jlbo_1","no","color","jacket_leather_black_original","['3', '4']","","[3464, 'no']",NA,"22","jacket_denim_purple","",NA,"batch1"
1275,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_2","no","material","bottle_glass_blue","['4', '5']","","[3357, 'no']",NA,"23","bottle_plastic_green","",NA,"batch1"
1275,"list1","plastic","pitcher_plastic_blue","material2_incorrect","pmb_ppb_ppg","pmb_ppb_ppg_1","no","material","pitcher_plastic_green","['4', '5']","","[3936, 'no']",NA,"24","pitcher_metal_blue","",NA,"batch1"
1275,"list1","green","boot_leather_brown","color1_incorrect","blg_blb_brb","blg_blb_brb_1","no","color","boot_rubber_brown","['2', '3']","","[2610, 'no']",NA,"25","boot_leather_green","",NA,"batch1"
1275,"list1","purple","chair_metal_purple","color2_incorrect","cmg_cmp_cwp","cmg_cmp_cwp_2","no","color","chair_wood_purple","['4', '5']","","[2578, 'no']",NA,"26","chair_metal_green","",NA,"batch1"
1275,"list1","plastic","plate_paper_green","material2_correct","ppb_ppg_ppg","ppb_ppg_ppg_2","yes","material","plate_plastic_green","2","","[3896, 'yes']",NA,"27","plate_paper_blue","",NA,"batch1"
1275,"list1","green","boot_leather_black_original","color1_correct","blg_blbo_brbo","blg_blbo_brbo_2","yes","color","boot_rubber_black_original","1","","[2368, 'no']",NA,"28","boot_leather_green","",NA,"batch1"
1275,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_1","yes","material","pitcher_glass_green","3","","[2730, 'yes']",NA,"29","pitcher_metal_blue","",NA,"batch1"
1275,"list1","metal","spoon_wood_blue","material2_incorrect","swg_swb_smb","swg_swb_smb_2","no","material","spoon_metal_blue","['3', '4']","","[3812, 'no']",NA,"30","spoon_wood_green","",NA,"batch1"
1275,"list1","plastic","bottle_plastic_green","material2_correct","bgg_bpg_bpco","bgg_bpg_bpco_2","yes","material","bottle_plastic_clear_original","3","","[2914, 'yes']",NA,"31","bottle_glass_green","",NA,"batch1"
1275,"list1","metal","table_metal_green","material1_correct","tmso_tmg_twg","tmso_tmg_twg_2","yes","material","table_wood_green","2","","[5127, 'yes']",NA,"32","table_metal_silver_original","",NA,"batch1"
1275,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_1","no","color","plate_paper_green","['3', '4']","","[2351, 'no']",NA,"33","plate_plastic_blue_original","",NA,"batch1"
1275,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_2","yes","material","table_wood_green","3","","[3042, 'yes']",NA,"34","table_metal_blue","",NA,"batch1"
1275,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_1","yes","material","plate_paper_white_original","1","","[3036, 'yes']",NA,"35","plate_plastic_blue_original","",NA,"batch1"
1275,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_2","yes","color","bottle_glass_clear_original","2","","[2804, 'yes']",NA,"36","bottle_plastic_green","",NA,"batch1"
1275,"list1","blue","plate_plastic_blue_original","color1_incorrect","ppb_ppbo_ppg","ppb_ppbo_ppg_2","no","color","plate_plastic_green","['3', '4']","","[2964, 'no']",NA,"37","plate_paper_blue","",NA,"batch1"
1275,"list1","purple","chair_metal_purple","color2_correct","cmg_cmp_cpp","cmg_cmp_cpp_2","yes","color","chair_plastic_purple","3","","[1971, 'yes']",NA,"38","chair_metal_green","",NA,"batch1"
1275,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_1","yes","material","jacket_leather_green","1","","[3936, 'yes']",NA,"39","jacket_denim_purple","",NA,"batch1"
1275,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_1","yes","material","chair_plastic_green","2","","[2306, 'yes']",NA,"40","chair_metal_purple","",NA,"batch1"
1275,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_2","no","color","table_wood_blue","['4', '5']","","[2454, 'no']",NA,"41","table_metal_silver_original","",NA,"batch1"
1483,"list1","","","","","","","","","","Linda","Linda",0,"1","","bot_check",NA,"batch1"
1483,"list1","blue","box_wood_blue","color_correct","practice_1","","yes","color","box_wood_brown","2","","[5217, 'yes']",NA,"practice_trial","box_cardboard_blue","",NA,"batch1"
1483,"list1","plastic","ball_metal_red","material_incorrect","practice_2","","no","material","ball_plastic_red","4","","[5760, 'no']",NA,"practice_trial","ball_metal_green","",NA,"batch1"
1483,"list1","metal","bowl_glass_blue","material_correct","practice_3","","yes","material","bowl_metal_blue","2","","[4541, 'yes']",NA,"practice_trial","bowl_glass_green","",NA,"batch1"
1483,"list1","blue","vase_glass_green","color_incorrect","practice_4","","no","color","vase_glass_blue","3","","[3568, 'no']",NA,"practice_trial","vase_wood_green","",NA,"batch1"
1483,"list1","green","bag_plastic_blue","color_incorrect","practice_5","","no","color","bag_plastic_green","4","","[2881, 'no']",NA,"practice_trial","bag_paper_blue","",NA,"batch1"
1483,"list1","wooden","door_steel_yellow","material_correct","practice_6","","yes","material","door_steel_red","1","","[5183, 'yes']",NA,"practice_trial","door_wood_yellow","",NA,"batch1"
1483,"list1","metal","table_metal_green","material1_correct","tmso_tmg_twg","tmso_tmg_twg_1","yes","material","table_wood_green","2","","[6975, 'yes']",NA,"11","table_metal_silver_original","",NA,"batch1"
1483,"list1","green","boot_leather_black_original","color1_correct","blg_blbo_brbo","blg_blbo_brbo_1","yes","color","boot_rubber_black_original","1","","[3056, 'yes']",NA,"12","boot_leather_green","",NA,"batch1"
1483,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_1","yes","color","bottle_glass_clear_original","2","","[3248, 'yes']",NA,"13","bottle_plastic_green","",NA,"batch1"
1483,"list1","plastic","bottle_plastic_green","material2_correct","bgg_bpg_bpco","bgg_bpg_bpco_2","yes","material","bottle_plastic_clear_original","3","","[6847, 'no']",NA,"14","bottle_glass_green","",NA,"batch1"
1483,"list1","metal","table_wood_blue","material1_incorrect","tmb_twb_twbo","tmb_twb_twbo_2","no","material","table_wood_brown_original","['2', '3']","","[7616, 'no']",NA,"15","table_metal_blue","",NA,"batch1"
1483,"list1","green","cup_metal_green","color1_incorrect","cpg_cmg_cmb","cpg_cmg_cmb_2","no","color","cup_metal_blue","['3', '4']","","[2815, 'no']",NA,"16","cup_plastic_green","",NA,"batch1"
1483,"list1","black","jacket_leather_purple","color2_incorrect","jdp_jlp_jlbo","jdp_jlp_jlbo_1","no","color","jacket_leather_black_original","['3', '4']","","[5839, 'no']",NA,"17","jacket_denim_purple","",NA,"batch1"
1483,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_1","yes","material","table_wood_green","3","","[4496, 'yes']",NA,"18","table_metal_blue","",NA,"batch1"
1483,"list1","metal","chair_metal_green","material1_incorrect","cmp_cmg_cwg","cmp_cmg_cwg_2","no","material","chair_wood_green","['3', '4']","","[9776, 'yes']",NA,"19","chair_metal_purple","",NA,"batch1"
1483,"list1","blue","pitcher_plastic_blue","color1_correct","pmb_ppb_ppwo","pmb_ppb_ppwo_1","yes","color","pitcher_plastic_white_original","2","","[2896, 'yes']",NA,"20","pitcher_metal_blue","",NA,"batch1"
1483,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_2","yes","material","plate_paper_white_original","1","","[5280, 'yes']",NA,"21","plate_plastic_blue_original","",NA,"batch1"
1483,"list1","green","boot_leather_brown","color1_incorrect","blg_blb_brb","blg_blb_brb_2","no","color","boot_rubber_brown","['2', '3']","","[3603, 'no']",NA,"22","boot_leather_green","",NA,"batch1"
1483,"list1","metal","pitcher_glass_blue","material1_incorrect","pmb_pgb_pgco","pmb_pgb_pgco_2","no","material","pitcher_glass_clear_original","['2', '3']","","[5501, 'no']",NA,"23","pitcher_metal_blue","",NA,"batch1"
1483,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_1","yes","material","pitcher_glass_green","3","","[6128, 'yes']",NA,"24","pitcher_metal_blue","",NA,"batch1"
1483,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_1","no","color","table_wood_blue","['4', '5']","","[5871, 'no']",NA,"25","table_metal_silver_original","",NA,"batch1"
1483,"list1","plastic","plate_paper_green","material2_correct","ppb_ppg_ppg","ppb_ppg_ppg_2","yes","material","plate_plastic_green","2","","[5216, 'yes']",NA,"26","plate_paper_blue","",NA,"batch1"
1483,"list1","purple","chair_metal_purple","color2_correct","cmg_cmp_cpp","cmg_cmp_cpp_1","yes","color","chair_plastic_purple","3","","[3315, 'yes']",NA,"27","chair_metal_green","",NA,"batch1"
1483,"list1","silver","cup_metal_green","color2_correct","cpg_cmg_cmso","cpg_cmg_cmso_1","yes","color","cup_metal_silver_original","2","","[3533, 'yes']",NA,"28","cup_plastic_green","",NA,"batch1"
1483,"list1","green","spoon_wood_blue","color1_correct","swg_swb_spb","swg_swb_spb_1","yes","color","spoon_plastic_blue","1","","[5264, 'yes']",NA,"29","spoon_wood_green","",NA,"batch1"
1483,"list1","blue","table_metal_green","color1_incorrect","tmb_tmg_twg","tmb_tmg_twg_2","no","color","table_wood_green","['2', '3']","","[4112, 'no']",NA,"30","table_metal_blue","",NA,"batch1"
1483,"list1","plastic","pitcher_plastic_blue","material2_incorrect","pmb_ppb_ppg","pmb_ppb_ppg_1","no","material","pitcher_plastic_green","['4', '5']","","[8256, 'no']",NA,"31","pitcher_metal_blue","",NA,"batch1"
1483,"list1","purple","chair_metal_purple","color2_incorrect","cmg_cmp_cwp","cmg_cmp_cwp_2","no","color","chair_wood_purple","['4', '5']","","[2416, 'no']",NA,"32","chair_metal_green","",NA,"batch1"
1483,"list1","glass","bottle_plastic_green","material1_incorrect","bgg_bpg_bpb","bgg_bpg_bpb_2","no","material","bottle_plastic_blue","['2', '3']","","[3871, 'yes']",NA,"33","bottle_glass_green","",NA,"batch1"
1483,"list1","metal","spoon_wood_blue","material2_incorrect","swg_swb_smb","swg_swb_smb_1","no","material","spoon_metal_blue","['3', '4']","","[3184, 'no']",NA,"34","spoon_wood_green","",NA,"batch1"
1483,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_2","no","color","plate_paper_green","['3', '4']","","[2815, 'no']",NA,"35","plate_plastic_blue_original","",NA,"batch1"
1483,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_1","yes","material","jacket_leather_green","1","","[3040, 'yes']",NA,"36","jacket_denim_purple","",NA,"batch1"
1483,"list1","blue","plate_plastic_blue_original","color1_incorrect","ppb_ppbo_ppg","ppb_ppbo_ppg_1","no","color","plate_plastic_green","['3', '4']","","[6672, 'no']",NA,"37","plate_paper_blue","",NA,"batch1"
1483,"list1","pink","plate_plastic_blue_original","color2_correct","ppb_ppbo_ppp","ppb_ppbo_ppp_2","yes","color","plate_plastic_pink","2","","[2511, 'yes']",NA,"38","plate_paper_blue","",NA,"batch1"
1483,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_2","no","material","bottle_glass_blue","['4', '5']","","[5136, 'yes']",NA,"39","bottle_plastic_green","",NA,"batch1"
1483,"list1","blue","table_metal_blue","color2_correct","tmg_tmb_twb","tmg_tmb_twb_2","yes","color","table_wood_blue","3","","[2800, 'yes']",NA,"40","table_metal_green","",NA,"batch1"
1483,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_2","yes","material","chair_plastic_green","2","","[5712, 'yes']",NA,"41","chair_metal_purple","",NA,"batch1"
1396,"list1","","","","","","","","","","Elizabeth","Elizabeth",0,"1","","bot_check",NA,"batch1"
1396,"list1","blue","box_wood_blue","color_correct","practice_1","","yes","color","box_wood_brown","2","","[3899, 'yes']",NA,"practice_trial","box_cardboard_blue","",NA,"batch1"
1396,"list1","plastic","ball_metal_red","material_incorrect","practice_2","","no","material","ball_plastic_red","4","","[1591, 'yes']",NA,"practice_trial","ball_metal_green","",NA,"batch1"
1396,"list1","metal","bowl_glass_blue","material_correct","practice_3","","yes","material","bowl_metal_blue","2","","[2072, 'yes']",NA,"practice_trial","bowl_glass_green","",NA,"batch1"
1396,"list1","blue","vase_glass_green","color_incorrect","practice_4","","no","color","vase_glass_blue","3","","[4055, 'no']",NA,"practice_trial","vase_wood_green","",NA,"batch1"
1396,"list1","green","bag_plastic_blue","color_incorrect","practice_5","","no","color","bag_plastic_green","4","","[2449, 'no']",NA,"practice_trial","bag_paper_blue","",NA,"batch1"
1396,"list1","wooden","door_steel_yellow","material_correct","practice_6","","yes","material","door_steel_red","1","","[2905, 'yes']",NA,"practice_trial","door_wood_yellow","",NA,"batch1"
1396,"list1","blue","table_metal_green","color1_incorrect","tmb_tmg_twg","tmb_tmg_twg_2","no","color","table_wood_green","['2', '3']","","[2138, 'no']",NA,"11","table_metal_blue","",NA,"batch1"
1396,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_1","no","color","table_wood_blue","['4', '5']","","[1643, 'no']",NA,"12","table_metal_silver_original","",NA,"batch1"
1396,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_2","yes","material","plate_paper_white_original","1","","[2975, 'yes']",NA,"13","plate_plastic_blue_original","",NA,"batch1"
1396,"list1","plastic","bottle_plastic_green","material2_correct","bgg_bpg_bpco","bgg_bpg_bpco_2","yes","material","bottle_plastic_clear_original","3","","[2699, 'yes']",NA,"14","bottle_glass_green","",NA,"batch1"
1396,"list1","pink","plate_plastic_blue_original","color2_correct","ppb_ppbo_ppp","ppb_ppbo_ppp_1","yes","color","plate_plastic_pink","2","","[2069, 'no']",NA,"15","plate_paper_blue","",NA,"batch1"
1396,"list1","green","cup_metal_green","color1_incorrect","cpg_cmg_cmb","cpg_cmg_cmb_2","no","color","cup_metal_blue","['3', '4']","","[2770, 'no']",NA,"16","cup_plastic_green","",NA,"batch1"
1396,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_1","no","color","plate_paper_green","['3', '4']","","[1974, 'no']",NA,"17","plate_plastic_blue_original","",NA,"batch1"
1396,"list1","glass","bottle_plastic_green","material1_incorrect","bgg_bpg_bpb","bgg_bpg_bpb_2","no","material","bottle_plastic_blue","['2', '3']","","[2900, 'no']",NA,"18","bottle_glass_green","",NA,"batch1"
1396,"list1","metal","table_wood_blue","material1_incorrect","tmb_twb_twbo","tmb_twb_twbo_2","no","material","table_wood_brown_original","['2', '3']","","[2423, 'no']",NA,"19","table_metal_blue","",NA,"batch1"
1396,"list1","blue","plate_plastic_blue_original","color1_incorrect","ppb_ppbo_ppg","ppb_ppbo_ppg_1","no","color","plate_plastic_green","['3', '4']","","[2314, 'no']",NA,"20","plate_paper_blue","",NA,"batch1"
1396,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_1","yes","material","table_wood_green","3","","[2427, 'yes']",NA,"21","table_metal_blue","",NA,"batch1"
1396,"list1","blue","table_metal_blue","color2_correct","tmg_tmb_twb","tmg_tmb_twb_1","yes","color","table_wood_blue","3","","[2175, 'yes']",NA,"22","table_metal_green","",NA,"batch1"
1396,"list1","metal","table_metal_green","material1_correct","tmso_tmg_twg","tmso_tmg_twg_2","yes","material","table_wood_green","2","","[3032, 'yes']",NA,"23","table_metal_silver_original","",NA,"batch1"
1396,"list1","silver","cup_metal_green","color2_correct","cpg_cmg_cmso","cpg_cmg_cmso_1","yes","color","cup_metal_silver_original","2","","[2337, 'yes']",NA,"24","cup_plastic_green","",NA,"batch1"
1396,"list1","green","boot_leather_black_original","color1_correct","blg_blbo_brbo","blg_blbo_brbo_2","yes","color","boot_rubber_black_original","1","","[2179, 'yes']",NA,"25","boot_leather_green","",NA,"batch1"
1396,"list1","plastic","plate_paper_green","material2_correct","ppb_ppg_ppg","ppb_ppg_ppg_2","yes","material","plate_plastic_green","2","","[2030, 'yes']",NA,"26","plate_paper_blue","",NA,"batch1"
1396,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_1","no","material","bottle_glass_blue","['4', '5']","","[2459, 'no']",NA,"27","bottle_plastic_green","",NA,"batch1"
1396,"list1","blue","pitcher_plastic_blue","color1_correct","pmb_ppb_ppwo","pmb_ppb_ppwo_2","yes","color","pitcher_plastic_white_original","2","","[2016, 'yes']",NA,"28","pitcher_metal_blue","",NA,"batch1"
1396,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_2","yes","material","jacket_leather_green","1","","[2486, 'yes']",NA,"29","jacket_denim_purple","",NA,"batch1"
1396,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_1","yes","material","chair_plastic_green","2","","[2023, 'yes']",NA,"30","chair_metal_purple","",NA,"batch1"
1396,"list1","purple","chair_metal_purple","color2_incorrect","cmg_cmp_cwp","cmg_cmp_cwp_1","no","color","chair_wood_purple","['4', '5']","","[2110, 'no']",NA,"31","chair_metal_green","",NA,"batch1"
1396,"list1","metal","chair_metal_green","material1_incorrect","cmp_cmg_cwg","cmp_cmg_cwg_1","no","material","chair_wood_green","['3', '4']","","[2409, 'no']",NA,"32","chair_metal_purple","",NA,"batch1"
1396,"list1","green","boot_leather_brown","color1_incorrect","blg_blb_brb","blg_blb_brb_2","no","color","boot_rubber_brown","['2', '3']","","[2113, 'no']",NA,"33","boot_leather_green","",NA,"batch1"
1396,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_2","yes","material","pitcher_glass_green","3","","[3033, 'yes']",NA,"34","pitcher_metal_blue","",NA,"batch1"
1396,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_2","yes","color","bottle_glass_clear_original","2","","[1977, 'yes']",NA,"35","bottle_plastic_green","",NA,"batch1"
1396,"list1","purple","chair_metal_purple","color2_correct","cmg_cmp_cpp","cmg_cmp_cpp_2","yes","color","chair_plastic_purple","3","","[1780, 'yes']",NA,"36","chair_metal_green","",NA,"batch1"
1396,"list1","metal","pitcher_glass_blue","material1_incorrect","pmb_pgb_pgco","pmb_pgb_pgco_1","no","material","pitcher_glass_clear_original","['2', '3']","","[2782, 'no']",NA,"37","pitcher_metal_blue","",NA,"batch1"
1396,"list1","green","spoon_wood_blue","color1_correct","swg_swb_spb","swg_swb_spb_1","yes","color","spoon_plastic_blue","1","","[2109, 'yes']",NA,"38","spoon_wood_green","",NA,"batch1"
1396,"list1","plastic","pitcher_plastic_blue","material2_incorrect","pmb_ppb_ppg","pmb_ppb_ppg_2","no","material","pitcher_plastic_green","['4', '5']","","[2416, 'no']",NA,"39","pitcher_metal_blue","",NA,"batch1"
1396,"list1","black","jacket_leather_purple","color2_incorrect","jdp_jlp_jlbo","jdp_jlp_jlbo_1","no","color","jacket_leather_black_original","['3', '4']","","[1966, 'no']",NA,"40","jacket_denim_purple","",NA,"batch1"
1396,"list1","metal","spoon_wood_blue","material2_incorrect","swg_swb_smb","swg_swb_smb_2","no","material","spoon_metal_blue","['3', '4']","","[2375, 'no']",NA,"41","spoon_wood_green","",NA,"batch1"
1423,"list1","","","","","","","","","","Barbara","Barbara",0,"1","","bot_check",NA,"batch1"
1423,"list1","blue","box_wood_blue","color_correct","practice_1","","yes","color","box_wood_brown","2","","[3521, 'yes']",NA,"practice_trial","box_cardboard_blue","",NA,"batch1"
1423,"list1","plastic","ball_metal_red","material_incorrect","practice_2","","no","material","ball_plastic_red","4","","[3712, 'yes']",NA,"practice_trial","ball_metal_green","",NA,"batch1"
1423,"list1","metal","bowl_glass_blue","material_correct","practice_3","","yes","material","bowl_metal_blue","2","","[3285, 'yes']",NA,"practice_trial","bowl_glass_green","",NA,"batch1"
1423,"list1","blue","vase_glass_green","color_incorrect","practice_4","","no","color","vase_glass_blue","3","","[2955, 'no']",NA,"practice_trial","vase_wood_green","",NA,"batch1"
1423,"list1","green","bag_plastic_blue","color_incorrect","practice_5","","no","color","bag_plastic_green","4","","[2641, 'no']",NA,"practice_trial","bag_paper_blue","",NA,"batch1"
1423,"list1","wooden","door_steel_yellow","material_correct","practice_6","","yes","material","door_steel_red","1","","[3993, 'yes']",NA,"practice_trial","door_wood_yellow","",NA,"batch1"
1423,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_2","yes","material","chair_plastic_green","2","","[3284, 'yes']",NA,"11","chair_metal_purple","",NA,"batch1"
1423,"list1","blue","table_metal_blue","color2_correct","tmg_tmb_twb","tmg_tmb_twb_2","yes","color","table_wood_blue","3","","[2293, 'yes']",NA,"12","table_metal_green","",NA,"batch1"
1423,"list1","metal","table_wood_blue","material1_incorrect","tmb_twb_twbo","tmb_twb_twbo_2","no","material","table_wood_brown_original","['2', '3']","","[3073, 'no']",NA,"13","table_metal_blue","",NA,"batch1"
1423,"list1","silver","cup_metal_green","color2_correct","cpg_cmg_cmso","cpg_cmg_cmso_1","yes","color","cup_metal_silver_original","2","","[2503, 'yes']",NA,"14","cup_plastic_green","",NA,"batch1"
1423,"list1","pink","plate_plastic_blue_original","color2_correct","ppb_ppbo_ppp","ppb_ppbo_ppp_1","yes","color","plate_plastic_pink","2","","[1804, 'yes']",NA,"15","plate_paper_blue","",NA,"batch1"
1423,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_2","yes","material","pitcher_glass_green","3","","[3267, 'yes']",NA,"16","pitcher_metal_blue","",NA,"batch1"
1423,"list1","metal","pitcher_glass_blue","material1_incorrect","pmb_pgb_pgco","pmb_pgb_pgco_2","no","material","pitcher_glass_clear_original","['2', '3']","","[3695, 'yes']",NA,"17","pitcher_metal_blue","",NA,"batch1"
1423,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_2","yes","material","table_wood_green","3","","[3638, 'yes']",NA,"18","table_metal_blue","",NA,"batch1"
1423,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_1","yes","material","plate_paper_white_original","1","","[2798, 'yes']",NA,"19","plate_plastic_blue_original","",NA,"batch1"
1423,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_1","no","material","bottle_glass_blue","['4', '5']","","[2992, 'no']",NA,"20","bottle_plastic_green","",NA,"batch1"
1423,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_1","no","color","table_wood_blue","['4', '5']","","[2154, 'no']",NA,"21","table_metal_silver_original","",NA,"batch1"
1423,"list1","green","spoon_wood_blue","color1_correct","swg_swb_spb","swg_swb_spb_1","yes","color","spoon_plastic_blue","1","","[2173, 'yes']",NA,"22","spoon_wood_green","",NA,"batch1"
1423,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_2","no","color","plate_paper_green","['3', '4']","","[2296, 'no']",NA,"23","plate_plastic_blue_original","",NA,"batch1"
1423,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_2","yes","color","bottle_glass_clear_original","2","","[1491, 'yes']",NA,"24","bottle_plastic_green","",NA,"batch1"
1423,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_2","yes","material","jacket_leather_green","1","","[2915, 'yes']",NA,"25","jacket_denim_purple","",NA,"batch1"
