"","workerid","proliferate.condition","adjQuestion","competitorName","condition","contextID","contextVar","correctAnsQuestion","featureQuestion","notCompetitorName","numQuestion","object","rt","response","slide_number_in_experiment","targetobject","targetmaterial","targetcolor","targetoriginal","utterance","error","speaker_cond","number_matching","targetname","gaveRightAnswer"
"29",1275,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_1","yes","material","jacket_leather_green","1","",3936,"yes","39","jacket","denim","purple",NA,"",NA,"batch1","yes","jacket_denim_purple",1
"30",1275,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_1","yes","material","chair_plastic_green","2","",2306,"yes","40","chair","metal","purple",NA,"",NA,"batch1","yes","chair_metal_purple",1
"31",1275,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_2","no","color","table_wood_blue","['4', '5']","",2454,"no","41","table","metal","silver","original","",NA,"batch1","no","table_metal_silver_original",1
"32",1483,"list1","metal","table_metal_green","material1_correct","tmso_tmg_twg","tmso_tmg_twg_1","yes","material","table_wood_green","2","",6975,"yes","11","table","metal","silver","original","",NA,"batch1","yes","table_metal_silver_original",1
"33",1483,"list1","green","boot_leather_black_original","color1_correct","blg_blbo_brbo","blg_blbo_brbo_1","yes","color","boot_rubber_black_original","1","",3056,"yes","12","boot","leather","green",NA,"",NA,"batch1","yes","boot_leather_green",1
"34",1483,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_1","yes","color","bottle_glass_clear_original","2","",3248,"yes","13","bottle","plastic","green",NA,"",NA,"batch1","yes","bottle_plastic_green",1
"35",1483,"list1","plastic","bottle_plastic_green","material2_correct","bgg_bpg_bpco","bgg_bpg_bpco_2","yes","material","bottle_plastic_clear_original","3","",6847,"no","14","bottle","glass","green",NA,"",NA,"batch1","yes","bottle_glass_green",0
"36",1483,"list1","metal","table_wood_blue","material1_incorrect","tmb_twb_twbo","tmb_twb_twbo_2","no","material","table_wood_brown_original","['2', '3']","",7616,"no","15","table","metal","blue",NA,"",NA,"batch1","no","table_metal_blue",1
"37",1483,"list1","green","cup_metal_green","color1_incorrect","cpg_cmg_cmb","cpg_cmg_cmb_2","no","color","cup_metal_blue","['3', '4']","",2815,"no","16","cup","plastic","green",NA,"",NA,"batch1","no","cup_plastic_green",1
"38",1483,"list1","black","jacket_leather_purple","color2_incorrect","jdp_jlp_jlbo","jdp_jlp_jlbo_1","no","color","jacket_leather_black_original","['3', '4']","",5839,"no","17","jacket","denim","purple",NA,"",NA,"batch1","no","jacket_denim_purple",1
"39",1483,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_1","yes","material","table_wood_green","3","",4496,"yes","18","table","metal","blue",NA,"",NA,"batch1","yes","table_metal_blue",1
"40",1483,"list1","metal","chair_metal_green","material1_incorrect","cmp_cmg_cwg","cmp_cmg_cwg_2","no","material","chair_wood_green","['3', '4']","",9776,"yes","19","chair","metal","purple",NA,"",NA,"batch1","no","chair_metal_purple",0
"41",1483,"list1","blue","pitcher_plastic_blue","color1_correct","pmb_ppb_ppwo","pmb_ppb_ppwo_1","yes","color","pitcher_plastic_white_original","2","",2896,"yes","20","pitcher","metal","blue",NA,"",NA,"batch1","yes","pitcher_metal_blue",1
"42",1483,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_2","yes","material","plate_paper_white_original","1","",5280,"yes","21","plate","plastic","blue","original","",NA,"batch1","yes","plate_plastic_blue_original",1
"43",1483,"list1","green","boot_leather_brown","color1_incorrect","blg_blb_brb","blg_blb_brb_2","no","color","boot_rubber_brown","['2', '3']","",3603,"no","22","boot","leather","green",NA,"",NA,"batch1","no","boot_leather_green",1
"44",1483,"list1","metal","pitcher_glass_blue","material1_incorrect","pmb_pgb_pgco","pmb_pgb_pgco_2","no","material","pitcher_glass_clear_original","['2', '3']","",5501,"no","23","pitcher","metal","blue",NA,"",NA,"batch1","no","pitcher_metal_blue",1
"45",1483,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_1","yes","material","pitcher_glass_green","3","",6128,"yes","24","pitcher","metal","blue",NA,"",NA,"batch1","yes","pitcher_metal_blue",1
"46",1483,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_1","no","color","table_wood_blue","['4', '5']","",5871,"no","25","table","metal","silver","original","",NA,"batch1","no","table_metal_silver_original",1
"47",1483,"list1","plastic","plate_paper_green","material2_correct","ppb_ppg_ppg","ppb_ppg_ppg_2","yes","material","plate_plastic_green","2","",5216,"yes","26","plate","paper","blue",NA,"",NA,"batch1","yes","plate_paper_blue",1
"48",1483,"list1","purple","chair_metal_purple","color2_correct","cmg_cmp_cpp","cmg_cmp_cpp_1","yes","color","chair_plastic_purple","3","",3315,"yes","27","chair","metal","green",NA,"",NA,"batch1","yes","chair_metal_green",1
"49",1483,"list1","silver","cup_metal_green","color2_correct","cpg_cmg_cmso","cpg_cmg_cmso_1","yes","color","cup_metal_silver_original","2","",3533,"yes","28","cup","plastic","green",NA,"",NA,"batch1","yes","cup_plastic_green",1
"50",1483,"list1","green","spoon_wood_blue","color1_correct","swg_swb_spb","swg_swb_spb_1","yes","color","spoon_plastic_blue","1","",5264,"yes","29","spoon","wood","green",NA,"",NA,"batch1","yes","spoon_wood_green",1
"51",1483,"list1","blue","table_metal_green","color1_incorrect","tmb_tmg_twg","tmb_tmg_twg_2","no","color","table_wood_green","['2', '3']","",4112,"no","30","table","metal","blue",NA,"",NA,"batch1","no","table_metal_blue",1
"52",1483,"list1","plastic","pitcher_plastic_blue","material2_incorrect","pmb_ppb_ppg","pmb_ppb_ppg_1","no","material","pitcher_plastic_green","['4', '5']","",8256,"no","31","pitcher","metal","blue",NA,"",NA,"batch1","no","pitcher_metal_blue",1
"53",1483,"list1","purple","chair_metal_purple","color2_incorrect","cmg_cmp_cwp","cmg_cmp_cwp_2","no","color","chair_wood_purple","['4', '5']","",2416,"no","32","chair","metal","green",NA,"",NA,"batch1","no","chair_metal_green",1
"54",1483,"list1","glass","bottle_plastic_green","material1_incorrect","bgg_bpg_bpb","bgg_bpg_bpb_2","no","material","bottle_plastic_blue","['2', '3']","",3871,"yes","33","bottle","glass","green",NA,"",NA,"batch1","no","bottle_glass_green",0
"55",1483,"list1","metal","spoon_wood_blue","material2_incorrect","swg_swb_smb","swg_swb_smb_1","no","material","spoon_metal_blue","['3', '4']","",3184,"no","34","spoon","wood","green",NA,"",NA,"batch1","no","spoon_wood_green",1
"56",1483,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_2","no","color","plate_paper_green","['3', '4']","",2815,"no","35","plate","plastic","blue","original","",NA,"batch1","no","plate_plastic_blue_original",1
"57",1483,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_1","yes","material","jacket_leather_green","1","",3040,"yes","36","jacket","denim","purple",NA,"",NA,"batch1","yes","jacket_denim_purple",1
"58",1483,"list1","blue","plate_plastic_blue_original","color1_incorrect","ppb_ppbo_ppg","ppb_ppbo_ppg_1","no","color","plate_plastic_green","['3', '4']","",6672,"no","37","plate","paper","blue",NA,"",NA,"batch1","no","plate_paper_blue",1
"59",1483,"list1","pink","plate_plastic_blue_original","color2_correct","ppb_ppbo_ppp","ppb_ppbo_ppp_2","yes","color","plate_plastic_pink","2","",2511,"yes","38","plate","paper","blue",NA,"",NA,"batch1","yes","plate_paper_blue",1
"60",1483,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_2","no","material","bottle_glass_blue","['4', '5']","",5136,"yes","39","bottle","plastic","green",NA,"",NA,"batch1","no","bottle_plastic_green",0
"61",1483,"list1","blue","table_metal_blue","color2_correct","tmg_tmb_twb","tmg_tmb_twb_2","yes","color","table_wood_blue","3","",2800,"yes","40","table","metal","green",NA,"",NA,"batch1","yes","table_metal_green",1
"62",1483,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_2","yes","material","chair_plastic_green","2","",5712,"yes","41","chair","metal","purple",NA,"",NA,"batch1","yes","chair_metal_purple",1
"63",1396,"list1","blue","table_metal_green","color1_incorrect","tmb_tmg_twg","tmb_tmg_twg_2","no","color","table_wood_green","['2', '3']","",2138,"no","11","table","metal","blue",NA,"",NA,"batch1","no","table_metal_blue",1
"64",1396,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_1","no","color","table_wood_blue","['4', '5']","",1643,"no","12","table","metal","silver","original","",NA,"batch1","no","table_metal_silver_original",1
"65",1396,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_2","yes","material","plate_paper_white_original","1","",2975,"yes","13","plate","plastic","blue","original","",NA,"batch1","yes","plate_plastic_blue_original",1
"66",1396,"list1","plastic","bottle_plastic_green","material2_correct","bgg_bpg_bpco","bgg_bpg_bpco_2","yes","material","bottle_plastic_clear_original","3","",2699,"yes","14","bottle","glass","green",NA,"",NA,"batch1","yes","bottle_glass_green",1
"67",1396,"list1","pink","plate_plastic_blue_original","color2_correct","ppb_ppbo_ppp","ppb_ppbo_ppp_1","yes","color","plate_plastic_pink","2","",2069,"no","15","plate","paper","blue",NA,"",NA,"batch1","yes","plate_paper_blue",0
"68",1396,"list1","green","cup_metal_green","color1_incorrect","cpg_cmg_cmb","cpg_cmg_cmb_2","no","color","cup_metal_blue","['3', '4']","",2770,"no","16","cup","plastic","green",NA,"",NA,"batch1","no","cup_plastic_green",1
"69",1396,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_1","no","color","plate_paper_green","['3', '4']","",1974,"no","17","plate","plastic","blue","original","",NA,"batch1","no","plate_plastic_blue_original",1
"70",1396,"list1","glass","bottle_plastic_green","material1_incorrect","bgg_bpg_bpb","bgg_bpg_bpb_2","no","material","bottle_plastic_blue","['2', '3']","",2900,"no","18","bottle","glass","green",NA,"",NA,"batch1","no","bottle_glass_green",1
"71",1396,"list1","metal","table_wood_blue","material1_incorrect","tmb_twb_twbo","tmb_twb_twbo_2","no","material","table_wood_brown_original","['2', '3']","",2423,"no","19","table","metal","blue",NA,"",NA,"batch1","no","table_metal_blue",1
"72",1396,"list1","blue","plate_plastic_blue_original","color1_incorrect","ppb_ppbo_ppg","ppb_ppbo_ppg_1","no","color","plate_plastic_green","['3', '4']","",2314,"no","20","plate","paper","blue",NA,"",NA,"batch1","no","plate_paper_blue",1
"73",1396,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_1","yes","material","table_wood_green","3","",2427,"yes","21","table","metal","blue",NA,"",NA,"batch1","yes","table_metal_blue",1
"74",1396,"list1","blue","table_metal_blue","color2_correct","tmg_tmb_twb","tmg_tmb_twb_1","yes","color","table_wood_blue","3","",2175,"yes","22","table","metal","green",NA,"",NA,"batch1","yes","table_metal_green",1
"75",1396,"list1","metal","table_metal_green","material1_correct","tmso_tmg_twg","tmso_tmg_twg_2","yes","material","table_wood_green","2","",3032,"yes","23","table","metal","silver","original","",NA,"batch1","yes","table_metal_silver_original",1
"76",1396,"list1","silver","cup_metal_green","color2_correct","cpg_cmg_cmso","cpg_cmg_cmso_1","yes","color","cup_metal_silver_original","2","",2337,"yes","24","cup","plastic","green",NA,"",NA,"batch1","yes","cup_plastic_green",1
"77",1396,"list1","green","boot_leather_black_original","color1_correct","blg_blbo_brbo","blg_blbo_brbo_2","yes","color","boot_rubber_black_original","1","",2179,"yes","25","boot","leather","green",NA,"",NA,"batch1","yes","boot_leather_green",1
"78",1396,"list1","plastic","plate_paper_green","material2_correct","ppb_ppg_ppg","ppb_ppg_ppg_2","yes","material","plate_plastic_green","2","",2030,"yes","26","plate","paper","blue",NA,"",NA,"batch1","yes","plate_paper_blue",1
"79",1396,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_1","no","material","bottle_glass_blue","['4', '5']","",2459,"no","27","bottle","plastic","green",NA,"",NA,"batch1","no","bottle_plastic_green",1
"80",1396,"list1","blue","pitcher_plastic_blue","color1_correct","pmb_ppb_ppwo","pmb_ppb_ppwo_2","yes","color","pitcher_plastic_white_original","2","",2016,"yes","28","pitcher","metal","blue",NA,"",NA,"batch1","yes","pitcher_metal_blue",1
"81",1396,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_2","yes","material","jacket_leather_green","1","",2486,"yes","29","jacket","denim","purple",NA,"",NA,"batch1","yes","jacket_denim_purple",1
"82",1396,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_1","yes","material","chair_plastic_green","2","",2023,"yes","30","chair","metal","purple",NA,"",NA,"batch1","yes","chair_metal_purple",1
"83",1396,"list1","purple","chair_metal_purple","color2_incorrect","cmg_cmp_cwp","cmg_cmp_cwp_1","no","color","chair_wood_purple","['4', '5']","",2110,"no","31","chair","metal","green",NA,"",NA,"batch1","no","chair_metal_green",1
"84",1396,"list1","metal","chair_metal_green","material1_incorrect","cmp_cmg_cwg","cmp_cmg_cwg_1","no","material","chair_wood_green","['3', '4']","",2409,"no","32","chair","metal","purple",NA,"",NA,"batch1","no","chair_metal_purple",1
"85",1396,"list1","green","boot_leather_brown","color1_incorrect","blg_blb_brb","blg_blb_brb_2","no","color","boot_rubber_brown","['2', '3']","",2113,"no","33","boot","leather","green",NA,"",NA,"batch1","no","boot_leather_green",1
"86",1396,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_2","yes","material","pitcher_glass_green","3","",3033,"yes","34","pitcher","metal","blue",NA,"",NA,"batch1","yes","pitcher_metal_blue",1
"87",1396,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_2","yes","color","bottle_glass_clear_original","2","",1977,"yes","35","bottle","plastic","green",NA,"",NA,"batch1","yes","bottle_plastic_green",1
"88",1396,"list1","purple","chair_metal_purple","color2_correct","cmg_cmp_cpp","cmg_cmp_cpp_2","yes","color","chair_plastic_purple","3","",1780,"yes","36","chair","metal","green",NA,"",NA,"batch1","yes","chair_metal_green",1
"89",1396,"list1","metal","pitcher_glass_blue","material1_incorrect","pmb_pgb_pgco","pmb_pgb_pgco_1","no","material","pitcher_glass_clear_original","['2', '3']","",2782,"no","37","pitcher","metal","blue",NA,"",NA,"batch1","no","pitcher_metal_blue",1
"90",1396,"list1","green","spoon_wood_blue","color1_correct","swg_swb_spb","swg_swb_spb_1","yes","color","spoon_plastic_blue","1","",2109,"yes","38","spoon","wood","green",NA,"",NA,"batch1","yes","spoon_wood_green",1
"91",1396,"list1","plastic","pitcher_plastic_blue","material2_incorrect","pmb_ppb_ppg","pmb_ppb_ppg_2","no","material","pitcher_plastic_green","['4', '5']","",2416,"no","39","pitcher","metal","blue",NA,"",NA,"batch1","no","pitcher_metal_blue",1
"92",1396,"list1","black","jacket_leather_purple","color2_incorrect","jdp_jlp_jlbo","jdp_jlp_jlbo_1","no","color","jacket_leather_black_original","['3', '4']","",1966,"no","40","jacket","denim","purple",NA,"",NA,"batch1","no","jacket_denim_purple",1
"93",1396,"list1","metal","spoon_wood_blue","material2_incorrect","swg_swb_smb","swg_swb_smb_2","no","material","spoon_metal_blue","['3', '4']","",2375,"no","41","spoon","wood","green",NA,"",NA,"batch1","no","spoon_wood_green",1
"94",1423,"list1","metal","chair_metal_green","material1_correct","cmp_cmg_cpg","cmp_cmg_cpg_2","yes","material","chair_plastic_green","2","",3284,"yes","11","chair","metal","purple",NA,"",NA,"batch1","yes","chair_metal_purple",1
"95",1423,"list1","blue","table_metal_blue","color2_correct","tmg_tmb_twb","tmg_tmb_twb_2","yes","color","table_wood_blue","3","",2293,"yes","12","table","metal","green",NA,"",NA,"batch1","yes","table_metal_green",1
"96",1423,"list1","metal","table_wood_blue","material1_incorrect","tmb_twb_twbo","tmb_twb_twbo_2","no","material","table_wood_brown_original","['2', '3']","",3073,"no","13","table","metal","blue",NA,"",NA,"batch1","no","table_metal_blue",1
"97",1423,"list1","silver","cup_metal_green","color2_correct","cpg_cmg_cmso","cpg_cmg_cmso_1","yes","color","cup_metal_silver_original","2","",2503,"yes","14","cup","plastic","green",NA,"",NA,"batch1","yes","cup_plastic_green",1
"98",1423,"list1","pink","plate_plastic_blue_original","color2_correct","ppb_ppbo_ppp","ppb_ppbo_ppp_1","yes","color","plate_plastic_pink","2","",1804,"yes","15","plate","paper","blue",NA,"",NA,"batch1","yes","plate_paper_blue",1
"99",1423,"list1","glass","pitcher_glass_blue","material2_correct","pmb_pgb_pgg","pmb_pgb_pgg_2","yes","material","pitcher_glass_green","3","",3267,"yes","16","pitcher","metal","blue",NA,"",NA,"batch1","yes","pitcher_metal_blue",1
"100",1423,"list1","metal","pitcher_glass_blue","material1_incorrect","pmb_pgb_pgco","pmb_pgb_pgco_2","no","material","pitcher_glass_clear_original","['2', '3']","",3695,"yes","17","pitcher","metal","blue",NA,"",NA,"batch1","no","pitcher_metal_blue",0
"101",1423,"list1","wooden","table_wood_blue","material2_correct","tmb_twb_twg","tmb_twb_twg_2","yes","material","table_wood_green","3","",3638,"yes","18","table","metal","blue",NA,"",NA,"batch1","yes","table_metal_blue",1
"102",1423,"list1","plastic","plate_paper_blue","material1_correct","ppbo_ppb_ppwo","ppbo_ppb_ppwo_1","yes","material","plate_paper_white_original","1","",2798,"yes","19","plate","plastic","blue","original","",NA,"batch1","yes","plate_plastic_blue_original",1
"103",1423,"list1","glass","bottle_glass_green","material2_incorrect","bpg_bgg_bgb","bpg_bgg_bgb_1","no","material","bottle_glass_blue","['4', '5']","",2992,"no","20","bottle","plastic","green",NA,"",NA,"batch1","no","bottle_plastic_green",1
"104",1423,"list1","blue","table_metal_blue","color2_incorrect","tmso_tmb_twb","tmso_tmb_twb_1","no","color","table_wood_blue","['4', '5']","",2154,"no","21","table","metal","silver","original","",NA,"batch1","no","table_metal_silver_original",1
"105",1423,"list1","green","spoon_wood_blue","color1_correct","swg_swb_spb","swg_swb_spb_1","yes","color","spoon_plastic_blue","1","",2173,"yes","22","spoon","wood","green",NA,"",NA,"batch1","yes","spoon_wood_green",1
"106",1423,"list1","green","plate_paper_blue","color2_incorrect","ppbo_ppb_ppg","ppbo_ppb_ppg_2","no","color","plate_paper_green","['3', '4']","",2296,"no","23","plate","plastic","blue","original","",NA,"batch1","no","plate_plastic_blue_original",1
"107",1423,"list1","green","bottle_glass_green","color1_correct","bpg_bgg_bgco","bpg_bgg_bgco_2","yes","color","bottle_glass_clear_original","2","",1491,"yes","24","bottle","plastic","green",NA,"",NA,"batch1","yes","bottle_plastic_green",1
"108",1423,"list1","denim","jacket_leather_purple","material1_correct","jdp_jlp_jlg","jdp_jlp_jlg_2","yes","material","jacket_leather_green","1","",2915,"yes","25","jacket","denim","purple",NA,"",NA,"batch1","yes","jacket_denim_purple",1
"109",1423,"list1","blue","table_metal_green","color1_incorrect","tmb_tmg_twg","tmb_tmg_twg_1","no","color","table_wood_green","['2', '3']","",1723,"no","26","table","metal","blue",NA,"",NA,"batch1","no","table_metal_blue",1
"110",1423,"list1","metal","table_metal_green","material1_correct","tmso_tmg_twg","tmso_tmg_twg_1","yes","material","table_wood_green","2","",2155,"yes","27","table","metal","silver","original","",NA,"batch1","yes","table_metal_silver_original",1
"111",1423,"list1","plastic","plate_paper_green","material2_correct","ppb_ppg_ppg","ppb_ppg_ppg_1","yes","material","plate_plastic_green","2","",3716,"no","28","plate","paper","blue",NA,"",NA,"batch1","yes","plate_paper_blue",0
"112",1423,"list1","metal","spoon_wood_blue","material2_incorrect","swg_swb_smb","swg_swb_smb_1","no","material","spoon_metal_blue","['3', '4']","",3224,"yes","29","spoon","wood","green",NA,"",NA,"batch1","no","spoon_wood_green",0
"113",1423,"list1","black","jacket_leather_purple","color2_incorrect","jdp_jlp_jlbo","jdp_jlp_jlbo_2","no","color","jacket_leather_black_original","['3', '4']","",2875,"no","30","jacket","denim","purple",NA,"",NA,"batch1","no","jacket_denim_purple",1
"114",1423,"list1","blue","pitcher_plastic_blue","color1_correct","pmb_ppb_ppwo","pmb_ppb_ppwo_2","yes","color","pitcher_plastic_white_original","2","",1978,"yes","31","pitcher","metal","blue",NA,"",NA,"batch1","yes","pitcher_metal_blue",1
"115",1423,"list1","purple","chair_metal_purple","color2_correct","cmg_cmp_cpp","cmg_cmp_cpp_1","yes","color","chair_plastic_purple","3","",1666,"yes","32","chair","metal","green",NA,"",NA,"batch1","yes","chair_metal_green",1
