"","feature_matching","feature_type","rt","response","correct_color","slide_number_in_experiment","feature","correct_material","workerid","Answer.time_in_minutes","label","item","speaker_cond","gaveRightAnswer","id"
"82","'yes'","color",1304,"'yes'","['green']","26","['green']","['metal']",3,3.97931666666667,"table_metal_green","['table']","list1",1,260
"83","'yes'","color",864,"'yes'","['blue']","27","['blue']","['paper']",3,3.97931666666667,"bag_paper_blue","['bag']","list1",1,261
"84","'yes'","material",840,"'yes'","['green']","29","['glass']","['glass']",3,3.97931666666667,"pitcher_glass_green","['pitcher']","list1",1,263
"85","'yes'","material",1144,"'yes'","['blue']","30","['cardboard']","['cardboard']",3,3.97931666666667,"box_cardboard_blue","['box']","list1",1,264
"86","'yes'","material",848,"'yes'","['white']","31","['paper']","['paper']",3,3.97931666666667,"plate_paper_original","['plate']","list1",1,265
"87","'yes'","material",1848,"'yes'","['green']","35","['metal']","['metal']",3,3.97931666666667,"pitcher_metal_green","['pitcher']","list1",1,269
"88","'yes'","color",832,"'yes'","['purple']","40","['purple']","['denim']",3,3.97931666666667,"jacket_denim_purple","['jacket']","list1",1,274
"89","'yes'","color",896,"'yes'","['green']","42","['green']","['plastic']",3,3.97931666666667,"bottle_plastic_green","['bottle']","list1",1,276
"90","'yes'","color",1424,"'yes'","['silver']","49","['silver']","['metal']",3,3.97931666666667,"chair_metal_original","['chair']","list1",1,283
"91","'yes'","color",1911,"'yes'","['silver']","51","['silver']","['metal']",3,3.97931666666667,"bowl_metal_original","['bowl']","list1",1,285
"92","'yes'","material",1487,"'yes'","['blue']","52","['wood']","['wood']",3,3.97931666666667,"spoon_wood_blue","['spoon']","list1",1,286
"93","'yes'","color",1511,"'yes'","['blue']","53","['blue']","['wood']",3,3.97931666666667,"box_wood_blue","['box']","list1",1,287
"94","'yes'","color",1295,"'yes'","['green']","55","['green']","['plastic']",3,3.97931666666667,"bag_plastic_green","['bag']","list1",1,289
"95","'yes'","color",911,"'yes'","['blue']","56","['blue']","['metal']",3,3.97931666666667,"cup_metal_blue","['cup']","list1",1,290
"96","'yes'","material",1199,"'yes'","['green']","57","['wood']","['wood']",3,3.97931666666667,"chair_wood_green","['chair']","list1",1,291
"97","'yes'","material",919,"'yes'","['brown']","58","['paper']","['paper']",3,3.97931666666667,"bag_paper_original","['bag']","list1",1,292
"98","'yes'","material",1295,"'yes'","['blue']","62","['plastic']","['plastic']",3,3.97931666666667,"spoon_plastic_blue","['spoon']","list1",1,296
"99","'yes'","color",1031,"'yes'","['brown']","64","['brown']","['rubber']",3,3.97931666666667,"boot_rubber_brown","['boot']","list1",1,298
"100","'yes'","material",880,"'yes'","['blue']","75","['glass']","['glass']",3,3.97931666666667,"bowl_glass_blue","['bowl']","list1",1,309
"101","'yes'","color",1056,"'yes'","['green']","76","['green']","['wood']",3,3.97931666666667,"spoon_wood_green","['spoon']","list1",1,310
"102","'yes'","color",1143,"'yes'","['green']","77","['green']","['glass']",3,3.97931666666667,"bottle_glass_green","['bottle']","list1",1,311
"103","'yes'","material",928,"'yes'","['white']","79","['plastic']","['plastic']",3,3.97931666666667,"pitcher_plastic_original","['pitcher']","list1",1,313
"104","'yes'","color",704,"'yes'","['purple']","81","['purple']","['leather']",3,3.97931666666667,"jacket_leather_purple","['jacket']","list1",1,315
"105","'yes'","material",1320,"'yes'","['green']","82","['metal']","['metal']",3,3.97931666666667,"spoon_metal_green","['spoon']","list1",1,316
"106","'yes'","color",720,"'yes'","['green']","83","['green']","['plastic']",3,3.97931666666667,"cup_plastic_green","['cup']","list1",1,317
"107","'yes'","color",792,"'yes'","['green']","85","['green']","['glass']",3,3.97931666666667,"bowl_glass_green","['bowl']","list1",1,319
"108","'yes'","material",1136,"'yes'","['green']","86","['rubber']","['rubber']",3,3.97931666666667,"boot_rubber_green","['boot']","list1",1,320
"109","'yes'","material",896,"'yes'","['silver']","89","['metal']","['metal']",3,3.97931666666667,"cup_metal_original","['cup']","list1",1,323
"110","'yes'","material",1255,"'yes'","['green']","10","['denim']","['denim']",6,3.63985,"jacket_denim_green","['jacket']","list1",1,487
"111","'yes'","color",657,"'yes'","['purple']","12","['purple']","['denim']",6,3.63985,"jacket_denim_purple","['jacket']","list1",1,489
"112","'yes'","material",624,"'yes'","['blue']","17","['plastic']","['plastic']",6,3.63985,"bottle_plastic_blue","['bottle']","list1",1,494
"113","'yes'","material",737,"'yes'","['blue']","18","['plastic']","['plastic']",6,3.63985,"spoon_plastic_blue","['spoon']","list1",1,495
"114","'yes'","color",1070,"'yes'","['green']","20","['green']","['plastic']",6,3.63985,"bottle_plastic_green","['bottle']","list1",1,497
"115","'yes'","color",856,"'yes'","['purple']","23","['purple']","['wood']",6,3.63985,"chair_wood_purple","['chair']","list1",1,500
"116","'yes'","material",791,"'yes'","['white']","24","['paper']","['paper']",6,3.63985,"plate_paper_original","['plate']","list1",1,501
"117","'yes'","material",712,"'yes'","['green']","28","['rubber']","['rubber']",6,3.63985,"boot_rubber_green","['boot']","list1",1,505
"118","'yes'","material",1099,"'yes'","['blue']","29","['cardboard']","['cardboard']",6,3.63985,"box_cardboard_blue","['box']","list1",1,506
"119","'yes'","material",840,"'yes'","['green']","36","['plastic']","['plastic']",6,3.63985,"plate_plastic_green","['plate']","list1",1,513
"120","'yes'","material",952,"'yes'","['brown']","37","['paper']","['paper']",6,3.63985,"bag_paper_original","['bag']","list1",1,514
"121","'yes'","material",943,"'yes'","['silver']","38","['metal']","['metal']",6,3.63985,"table_metal_original","['table']","list1",1,515
"122","'yes'","color",604,"'yes'","['green']","39","['green']","['plastic']",6,3.63985,"cup_plastic_green","['cup']","list1",1,516
"123","'yes'","color",694,"'yes'","['blue']","41","['blue']","['metal']",6,3.63985,"cup_metal_blue","['cup']","list1",1,518
"124","'yes'","material",888,"'yes'","['blue']","43","['glass']","['glass']",6,3.63985,"bowl_glass_blue","['bowl']","list1",1,520
"125","'yes'","color",647,"'yes'","['blue']","45","['blue']","['paper']",6,3.63985,"bag_paper_blue","['bag']","list1",1,522
"126","'yes'","color",790,"'yes'","['green']","46","['green']","['glass']",6,3.63985,"bottle_glass_green","['bottle']","list1",1,523
"127","'yes'","color",713,"'yes'","['silver']","47","['silver']","['metal']",6,3.63985,"chair_metal_original","['chair']","list1",1,524
"128","'yes'","color",727,"'yes'","['green']","48","['green']","['metal']",6,3.63985,"table_metal_green","['table']","list1",1,525
"129","'yes'","color",687,"'yes'","['silver']","49","['silver']","['metal']",6,3.63985,"bowl_metal_original","['bowl']","list1",1,526
"130","'yes'","color",664,"'yes'","['brown']","53","['brown']","['rubber']",6,3.63985,"boot_rubber_brown","['boot']","list1",1,530
"131","'yes'","color",595,"'yes'","['blue']","55","['blue']","['metal']",6,3.63985,"pitcher_metal_blue","['pitcher']","list1",1,532
"132","'yes'","color",713,"'yes'","['green']","57","['green']","['plastic']",6,3.63985,"pitcher_plastic_green","['pitcher']","list1",1,534
"133","'yes'","color",639,"'yes'","['green']","58","['green']","['glass']",6,3.63985,"bowl_glass_green","['bowl']","list1",1,535
"134","'yes'","material",869,"'yes'","['silver']","59","['metal']","['metal']",6,3.63985,"cup_metal_original","['cup']","list1",1,536
"135","'yes'","color",808,"'yes'","['silver']","62","['silver']","['metal']",6,3.63985,"spoon_metal_original","['spoon']","list1",1,539
"136","'yes'","material",1062,"'yes'","['green']","63","['metal']","['metal']",6,3.63985,"chair_metal_green","['chair']","list1",1,540
"137","'yes'","color",730,"'yes'","['blue']","67","['blue']","['plastic']",6,3.63985,"chair_plastic_original","['chair']","list1",1,544
"138","'yes'","material",898,"'yes'","['white']","72","['plastic']","['plastic']",6,3.63985,"pitcher_plastic_original","['pitcher']","list1",1,549
"139","'yes'","material",983,"'yes'","['green']","74","['leather']","['leather']",6,3.63985,"boot_leather_green","['boot']","list1",1,551
"140","'yes'","color",640,"'yes'","['green']","75","['green']","['plastic']",6,3.63985,"bag_plastic_green","['bag']","list1",1,552
"141","'yes'","color",720,"'yes'","['blue']","79","['blue']","['wood']",6,3.63985,"box_wood_blue","['box']","list1",1,556
"142","'yes'","color",840,"'yes'","['purple']","84","['purple']","['leather']",6,3.63985,"jacket_leather_purple","['jacket']","list1",1,561
"143","'yes'","material",863,"'yes'","['green']","85","['glass']","['glass']",6,3.63985,"pitcher_glass_green","['pitcher']","list1",1,562
"144","'yes'","color",864,"'yes'","['green']","87","['green']","['wood']",6,3.63985,"spoon_wood_green","['spoon']","list1",1,564
"145","'yes'","material",673,"'yes'","['green']","90","['wood']","['wood']",6,3.63985,"chair_wood_green","['chair']","list1",1,567
"146","'yes'","color",944,"'yes'","['green']","12","['green']","['plastic']",7,4.3024,"bag_plastic_green","['bag']","list1",1,570
"147","'yes'","color",1000,"'yes'","['brown']","14","['brown']","['rubber']",7,4.3024,"boot_rubber_brown","['boot']","list1",1,572
"148","'yes'","color",1110,"'yes'","['green']","15","['green']","['glass']",7,4.3024,"bowl_glass_green","['bowl']","list1",1,573
"149","'yes'","material",1425,"'yes'","['green']","16","['wood']","['wood']",7,4.3024,"chair_wood_green","['chair']","list1",1,574
"150","'yes'","color",1135,"'yes'","['green']","17","['green']","['metal']",7,4.3024,"table_metal_green","['table']","list1",1,575
"151","'yes'","color",1216,"'yes'","['blue']","18","['blue']","['plastic']",7,4.3024,"chair_plastic_original","['chair']","list1",1,576
"152","'yes'","material",1369,"'yes'","['white']","20","['plastic']","['plastic']",7,4.3024,"pitcher_plastic_original","['pitcher']","list1",1,578
"153","'yes'","color",913,"'yes'","['blue']","23","['blue']","['metal']",7,4.3024,"cup_metal_blue","['cup']","list1",1,581
"154","'yes'","color",960,"'yes'","['purple']","25","['purple']","['wood']",7,4.3024,"chair_wood_purple","['chair']","list1",1,583
"155","'yes'","color",1032,"'yes'","['silver']","26","['silver']","['metal']",7,4.3024,"spoon_metal_original","['spoon']","list1",1,584
"156","'yes'","color",792,"'yes'","['silver']","27","['silver']","['metal']",7,4.3024,"chair_metal_original","['chair']","list1",1,585
"157","'yes'","color",913,"'yes'","['blue']","29","['blue']","['paper']",7,4.3024,"bag_paper_blue","['bag']","list1",1,587
"158","'yes'","color",1056,"'yes'","['purple']","33","['purple']","['denim']",7,4.3024,"jacket_denim_purple","['jacket']","list1",1,591
"159","'yes'","material",912,"'yes'","['blue']","35","['glass']","['glass']",7,4.3024,"bowl_glass_blue","['bowl']","list1",1,593
"160","'yes'","material",1311,"'yes'","['blue']","36","['plastic']","['plastic']",7,4.3024,"bottle_plastic_blue","['bottle']","list1",1,594
"161","'yes'","color",808,"'yes'","['purple']","39","['purple']","['leather']",7,4.3024,"jacket_leather_purple","['jacket']","list1",1,597
"162","'yes'","color",1000,"'yes'","['green']","44","['green']","['plastic']",7,4.3024,"pitcher_plastic_green","['pitcher']","list1",1,602
"163","'yes'","color",904,"'yes'","['blue']","45","['blue']","['wood']",7,4.3024,"box_wood_blue","['box']","list1",1,603
"164","'yes'","color",815,"'yes'","['green']","46","['green']","['plastic']",7,4.3024,"bottle_plastic_green","['bottle']","list1",1,604
"165","'yes'","material",1295,"'yes'","['green']","47","['metal']","['metal']",7,4.3024,"chair_metal_green","['chair']","list1",1,605
"166","'yes'","material",1345,"'yes'","['blue']","48","['wood']","['wood']",7,4.3024,"spoon_wood_blue","['spoon']","list1",1,606
"167","'yes'","material",1057,"'yes'","['green']","49","['denim']","['denim']",7,4.3024,"jacket_denim_green","['jacket']","list1",1,607
"168","'yes'","material",1200,"'yes'","['pink']","51","['plastic']","['plastic']",7,4.3024,"plate_plastic_pink","['plate']","list1",1,609
"169","'yes'","material",1191,"'yes'","['green']","58","['metal']","['metal']",7,4.3024,"spoon_metal_green","['spoon']","list1",1,616
"170","'yes'","color",1048,"'yes'","['blue']","60","['blue']","['metal']",7,4.3024,"pitcher_metal_blue","['pitcher']","list1",1,618
"171","'yes'","color",984,"'yes'","['silver']","61","['silver']","['metal']",7,4.3024,"bowl_metal_original","['bowl']","list1",1,619
"172","'yes'","material",1095,"'yes'","['green']","63","['glass']","['glass']",7,4.3024,"pitcher_glass_green","['pitcher']","list1",1,621
"173","'yes'","material",984,"'yes'","['white']","64","['paper']","['paper']",7,4.3024,"plate_paper_original","['plate']","list1",1,622
"174","'yes'","color",1032,"'yes'","['green']","66","['green']","['glass']",7,4.3024,"bottle_glass_green","['bottle']","list1",1,624
"175","'yes'","material",1191,"'yes'","['blue']","68","['cardboard']","['cardboard']",7,4.3024,"box_cardboard_blue","['box']","list1",1,626
"176","'yes'","color",1049,"'yes'","['green']","69","['green']","['wood']",7,4.3024,"spoon_wood_green","['spoon']","list1",1,627
"177","'yes'","color",952,"'yes'","['green']","77","['green']","['plastic']",7,4.3024,"cup_plastic_green","['cup']","list1",1,635
"178","'yes'","material",1184,"'yes'","['brown']","78","['paper']","['paper']",7,4.3024,"bag_paper_original","['bag']","list1",1,636
"179","'yes'","material",1143,"'yes'","['blue']","80","['plastic']","['plastic']",7,4.3024,"spoon_plastic_blue","['spoon']","list1",1,638
"180","'yes'","material",1502,"'yes'","['silver']","84","['metal']","['metal']",7,4.3024,"cup_metal_original","['cup']","list1",1,642
"181","'yes'","material",1032,"'yes'","['green']","87","['plastic']","['plastic']",7,4.3024,"plate_plastic_green","['plate']","list1",1,645
"182","'yes'","material",888,"'yes'","['brown']","10","['paper']","['paper']",8,4.901,"bag_paper_original","['bag']","list1",1,649
"183","'yes'","material",1069,"'yes'","['green']","11","['plastic']","['plastic']",8,4.901,"plate_plastic_green","['plate']","list1",1,650
"184","'yes'","material",895,"'yes'","['green']","13","['metal']","['metal']",8,4.901,"chair_metal_green","['chair']","list1",1,652
"185","'yes'","material",1006,"'yes'","['blue']","15","['wood']","['wood']",8,4.901,"spoon_wood_blue","['spoon']","list1",1,654
"186","'yes'","material",911,"'yes'","['green']","16","['wood']","['wood']",8,4.901,"chair_wood_green","['chair']","list1",1,655
"187","'yes'","material",862,"'yes'","['white']","19","['plastic']","['plastic']",8,4.901,"pitcher_plastic_original","['pitcher']","list1",1,658
"188","'yes'","material",688,"'yes'","['white']","21","['paper']","['paper']",8,4.901,"plate_paper_original","['plate']","list1",1,660
"189","'yes'","color",762,"'yes'","['blue']","23","['blue']","['wood']",8,4.901,"box_wood_blue","['box']","list1",1,662
"190","'yes'","color",807,"'yes'","['green']","25","['green']","['plastic']",8,4.901,"pitcher_plastic_green","['pitcher']","list1",1,664
"191","'yes'","color",839,"'yes'","['blue']","27","['blue']","['paper']",8,4.901,"bag_paper_blue","['bag']","list1",1,666
"192","'yes'","color",768,"'yes'","['blue']","29","['blue']","['plastic']",8,4.901,"chair_plastic_original","['chair']","list1",1,668
"193","'yes'","material",1008,"'yes'","['silver']","30","['metal']","['metal']",8,4.901,"cup_metal_original","['cup']","list1",1,669
"194","'yes'","material",865,"'yes'","['blue']","32","['plastic']","['plastic']",8,4.901,"bottle_plastic_blue","['bottle']","list1",1,671
"195","'yes'","material",1405,"'yes'","['green']","33","['leather']","['leather']",8,4.901,"boot_leather_green","['boot']","list1",1,672
"196","'yes'","material",805,"'yes'","['pink']","36","['plastic']","['plastic']",8,4.901,"plate_plastic_pink","['plate']","list1",1,675
"197","'yes'","color",816,"'yes'","['green']","37","['green']","['glass']",8,4.901,"bowl_glass_green","['bowl']","list1",1,676
"198","'yes'","color",791,"'yes'","['purple']","38","['purple']","['wood']",8,4.901,"chair_wood_purple","['chair']","list1",1,677
"199","'yes'","material",1301,"'yes'","['green']","40","['denim']","['denim']",8,4.901,"jacket_denim_green","['jacket']","list1",1,679
"200","'yes'","color",792,"'yes'","['silver']","41","['silver']","['metal']",8,4.901,"spoon_metal_original","['spoon']","list1",1,680
"201","'yes'","material",993,"'yes'","['green']","44","['metal']","['metal']",8,4.901,"pitcher_metal_green","['pitcher']","list1",1,683
"202","'yes'","color",800,"'yes'","['green']","45","['green']","['wood']",8,4.901,"spoon_wood_green","['spoon']","list1",1,684
"203","'yes'","material",785,"'yes'","['silver']","49","['metal']","['metal']",8,4.901,"table_metal_original","['table']","list1",1,688
"204","'yes'","material",999,"'yes'","['blue']","51","['plastic']","['plastic']",8,4.901,"spoon_plastic_blue","['spoon']","list1",1,690
"205","'yes'","color",640,"'yes'","['green']","53","['green']","['plastic']",8,4.901,"cup_plastic_green","['cup']","list1",1,692
"206","'yes'","color",751,"'yes'","['green']","54","['green']","['plastic']",8,4.901,"bottle_plastic_green","['bottle']","list1",1,693
"207","'yes'","material",806,"'yes'","['green']","56","['glass']","['glass']",8,4.901,"pitcher_glass_green","['pitcher']","list1",1,695
"208","'yes'","color",928,"'yes'","['blue']","57","['blue']","['metal']",8,4.901,"pitcher_metal_blue","['pitcher']","list1",1,696
